Input.id,Votes.Q1,Votes.Q2,Answer.Q1,Answer.Q2,Agreement.Q1,Agreement.Q2
206007,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
152815,"Yes,Yes,Yes","In favor,Against,Neither",Yes,,100,0
277824,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
581870,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
520300,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
372835,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
494496,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
569824,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
131716,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
359180,"Yes,Yes,Yes","Against,In favor,Against",Yes,Against,100,66
399051,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
426411,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
592311,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
320809,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
142758,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
462785,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
594799,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
397784,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
136999,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
373986,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
395454,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
518878,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
111707,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
146075,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
379384,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
274797,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
37685,"Yes,Yes,Yes","Against,In favor,Against",Yes,Against,100,66
392101,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
164520,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
118469,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
545177,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
323176,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
257141,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
393097,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
551297,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
512685,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
98463,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
342677,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
130802,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
530445,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
568154,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
419915,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
408103,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
107287,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
73600,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
337139,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
142803,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
120717,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
22464,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
70894,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
520091,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
441096,"Yes,Yes,Yes","Neither,Against,In favor",Yes,,100,0
445981,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
328119,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
181296,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
122590,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
415109,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
188483,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
36440,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
119338,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
491875,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
577405,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
373330,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
398579,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
391020,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
324743,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
472053,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
166777,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
520435,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
342121,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
456451,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
368034,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
263702,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
141100,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
529513,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
232041,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399054,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
545854,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
597310,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
359987,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
24018,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
357715,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
137796,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399055,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
47367,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
491588,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
75040,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
250097,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
268018,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
341320,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
371011,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
228134,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
4393,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
552510,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
293100,"Yes,Yes,Yes","Against,Neither,In favor",Yes,,100,0
97591,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
105821,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
60500,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
419420,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
323849,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
516283,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
247954,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
109102,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
399058,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
252200,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
540137,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
96608,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
423202,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
338279,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
415313,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
143378,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
257987,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
430202,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
415126,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
210265,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
111769,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
357661,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
551634,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
541382,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
370203,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
420514,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399047,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
559206,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
229734,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
489468,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
23621,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
568400,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
548146,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
364607,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399005,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
153912,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
247976,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
559515,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
221044,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
336933,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
95940,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
298074,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
188155,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
338584,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399053,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
339398,"Yes,Yes,Yes","In favor,Against,Against",Yes,Against,100,66
402694,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
536904,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399050,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
183731,"Yes,Yes,Yes","Against,Against,In favor",Yes,Against,100,66
272679,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
270761,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
82534,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
204741,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
199950,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
12086,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
576181,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
491929,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
290135,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
518540,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
527645,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
191069,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
81724,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
374199,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
323249,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
219698,"Yes,Yes,Yes","Against,Against,In favor",Yes,Against,100,66
494288,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
501399,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
96824,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
337187,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
432644,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399479,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
555791,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
326193,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
358799,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
374726,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
317220,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
313114,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
246797,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
409338,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
399134,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
438490,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
189376,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
444018,"Yes,Yes,Yes","Against,In favor,In favor",Yes,In favor,100,66
298951,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
141984,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
592506,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
26080,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
212480,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
182089,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
386488,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
96447,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
571548,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
394431,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
290688,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
393222,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
237455,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
121436,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
549523,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
110250,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
103916,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
372601,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
310126,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
571454,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
7889,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
52165,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
25403,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
475782,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
320150,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
109803,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
401340,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
537036,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
215207,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
603692,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
313984,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
310042,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
318128,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
186346,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
424039,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
187743,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
445530,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
600853,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
379426,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
496160,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
13297,"Yes,Yes,Yes","In favor,Neither,Against",Yes,,100,0
559190,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
292608,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
460631,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
595389,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
5965,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
109288,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
491967,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
255883,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
36232,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
221862,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
421802,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
521582,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
519652,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
431752,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
145878,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
416776,"Yes,Yes,Yes","Against,In favor,Against",Yes,Against,100,66
413763,"Yes,Yes,Yes","Against,Neither,Against",Yes,Against,100,66
247922,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
164759,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
420919,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
526691,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
8154,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
157810,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
517545,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
423011,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
422368,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
559313,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
460454,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
526250,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
462583,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
296840,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
524715,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
559282,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
430349,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
99993,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
577058,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
215291,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
87091,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
165169,"Yes,Yes,Yes","Neither,In favor,Against",Yes,,100,0
442013,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
302102,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
80709,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
149390,"Yes,Yes,Yes","Neither,Against,In favor",Yes,,100,0
184180,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
295534,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
448417,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
570610,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
278452,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
20015,"Yes,Yes,Yes","In favor,Neither,Against",Yes,,100,0
111005,"Yes,Yes,Yes","Against,Neither,In favor",Yes,,100,0
184026,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
246894,"Yes,Yes,Yes","Against,In favor,Against",Yes,Against,100,66
120414,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399130,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
411311,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
265399,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
344959,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
399007,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
488298,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
431755,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
573133,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
320184,"Yes,Yes,Yes","Against,Against,In favor",Yes,Against,100,66
551305,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
537373,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
404721,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
145370,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
565402,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
248245,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
80605,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
418521,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
50298,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
434653,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
116084,"Yes,Yes,Yes","In favor,Against,Neither",Yes,,100,0
448959,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
267148,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
4501,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
537563,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
185273,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
453885,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
428900,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
178821,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
489856,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
461132,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
442704,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
429744,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
8194,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
412579,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
176524,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
198587,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
74336,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
253375,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
580663,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
178824,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
375511,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
106820,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
229297,"Yes,Yes,Yes","Neither,Against,Against",Yes,Against,100,66
277550,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
298624,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
147416,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
40953,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
43687,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
464755,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
70594,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
103188,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
490831,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
418929,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
148800,"Yes,Yes,Yes","In favor,Neither,Against",Yes,,100,0
380315,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
147418,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
291634,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
358811,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
320149,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
425319,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
106604,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
571217,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
357869,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
508135,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
3401,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
96398,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
284804,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
598591,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
518407,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
492786,"No,Yes,Yes","Neither,Neither,Neither",Yes,Neither,66,100
150729,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
490856,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
531878,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399056,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
574788,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
434572,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
560681,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
95741,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
21945,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
140653,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
