Input.id,Votes.Q1,Votes.Q2,Answer.Q1,Answer.Q2,Agreement.Q1,Agreement.Q2
2401759,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2232983,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
768732,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2291734,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1259340,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
2105637,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2717029,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1160391,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
1052872,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1956997,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1325599,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1155358,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
529995,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3072700,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1501963,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1404984,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
3105798,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
654060,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
2905236,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2051187,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
361965,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2257888,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1349732,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1434669,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
3112429,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
866340,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2866671,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2575997,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1440338,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2047064,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1180883,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2189002,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1710151,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
965300,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1641997,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3008018,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
912171,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
3152870,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2816339,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2470660,"Yes,No,Yes","In favor,Neither,Neither",Yes,Neither,66,66
1491669,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2715948,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2288390,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
548950,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3139725,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2076623,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2302151,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1473632,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2663175,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2909674,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1675210,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1206917,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
1339951,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
543833,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2706755,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2220292,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2579441,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1996242,"Yes,Yes,Yes","Neither,Against,Against",Yes,Against,100,66
2363077,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1554336,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2774715,"Yes,Yes,Yes","Neither,Against,Against",Yes,Against,100,66
3130411,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2237737,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
3258201,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
226254,"No,No,Yes","Neither,Neither,In favor",No,Neither,66,66
1783073,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1889156,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2396546,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1921949,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1013736,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3252856,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
340366,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2784058,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3037023,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2127778,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1637828,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
811269,"Yes,Yes,Yes","Against,Neither,Against",Yes,Against,100,66
1895613,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2319828,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3017673,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1270284,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
1836388,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1716202,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2816280,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
774069,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2572643,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2344576,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2126799,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
617182,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
208795,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1637203,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1725969,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
1221544,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1104886,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1606310,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2567139,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2289723,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2575557,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1249873,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1236083,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1384907,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1850441,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2240637,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2569245,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2684722,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1465053,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1070281,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1146116,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
2678535,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1757804,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1243249,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1973780,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
2004742,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2846102,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
3278080,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2049692,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2221059,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
3322597,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1926401,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1731947,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2927872,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1795839,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2242047,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1900759,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1681169,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
3109265,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2359450,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
848192,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1854691,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1473820,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
3150998,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1852797,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1682929,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1325620,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
240113,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3064632,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2069759,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3170321,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2409025,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
594126,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2739141,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2230659,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1615583,"No,Yes,No","Neither,Neither,Neither",No,Neither,66,100
1906730,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1792249,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2190737,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1461564,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2688489,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2020821,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
2079691,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2851902,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3116860,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2395376,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2986161,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2758934,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1176539,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
3270781,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2223476,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
3288990,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2025005,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2970576,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1255335,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1385069,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
960284,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
3004828,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1867041,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1673581,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1975451,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3185539,"No,Yes,Yes","Neither,Neither,Neither",Yes,Neither,66,100
3080801,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
3193505,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1897040,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
980614,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1913182,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2051712,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1046486,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
841692,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1310732,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
3076447,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2825564,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3233661,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2804783,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1342415,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2441177,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1886479,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2438736,"No,No,Yes","Neither,Neither,In favor",No,Neither,66,66
818051,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2431344,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1405564,"Yes,Yes,Yes","Against,In favor,Neither",Yes,,100,0
1748832,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
3200979,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2899442,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
1091526,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
662202,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3058507,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2416228,"Yes,Yes,Yes","Neither,Against,Against",Yes,Against,100,66
148768,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1524253,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2984319,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1042775,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
3322678,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1645315,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1143526,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1736740,"Yes,Yes,Yes","Neither,In favor,Against",Yes,,100,0
2423431,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2440995,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2033195,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1479671,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2125809,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1880365,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
342191,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2884207,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
1877760,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2090790,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2801970,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2207874,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1795899,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3001260,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
2498050,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2462075,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3080297,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
981268,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2839322,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2359598,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2019999,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1722804,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1797733,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2410133,"Yes,Yes,Yes","In favor,In favor,Against",Yes,In favor,100,66
2434647,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2240340,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
1499433,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
222545,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2943344,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2393739,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2503993,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1073222,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2924219,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1621688,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1155132,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
685637,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2402502,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2169808,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1986068,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1643604,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3296448,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1682179,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1865769,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3222444,"Yes,No,Yes","In favor,Neither,In favor",Yes,In favor,66,66
1299495,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
593767,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1508568,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1407546,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1357813,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
849193,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2064362,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1713059,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3086936,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1371652,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
2686224,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2329000,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2465264,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1486463,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
218924,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2990047,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2752190,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2005972,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2979051,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1453204,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
422283,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1548852,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3275256,"No,No,Yes","Neither,Neither,Neither",No,Neither,66,100
2395531,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
179643,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1605999,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2338602,"No,Yes,No","Neither,Neither,Neither",No,Neither,66,100
3220444,"No,Yes,No","Neither,In favor,Neither",No,Neither,66,66
1166990,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
3135347,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2786922,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1741948,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
649556,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
169188,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3090022,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
273801,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1972285,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2317887,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1844749,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1828969,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2403224,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
699022,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1945226,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1536804,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2937647,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3193997,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2900202,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1203947,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3217941,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
593398,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
3085397,"No,Yes,Yes","Neither,Neither,In favor",Yes,Neither,66,66
2637747,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2494151,"No,Yes,No","Neither,Neither,Neither",No,Neither,66,100
2205492,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1685417,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
954719,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3093412,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2204131,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2511250,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
749136,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
240412,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1313982,"Yes,Yes,Yes","In favor,Against,Against",Yes,Against,100,66
1575443,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1141663,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1462041,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2026113,"Yes,Yes,Yes","Against,Neither,In favor",Yes,,100,0
2034891,"No,Yes,No","Neither,Neither,Neither",No,Neither,66,100
1307107,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3269084,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
376326,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1957333,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2334433,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1813990,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
671415,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2555463,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
829924,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1461769,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1726478,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2994190,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2764242,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3172991,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1134376,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1985257,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2114323,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1661766,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1578011,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1851507,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1001592,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3020500,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2606366,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2805515,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2175731,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2106679,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
1898938,"Yes,Yes,Yes","Neither,Against,In favor",Yes,,100,0
3162783,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
269740,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2775487,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
357545,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
